id,Total nitrogen value,location,sample date,measure
2166231,3.99,Decha,12-Jul-13,Total nitrogen
2175861,1.908,Tansanee,12-Jul-13,Total nitrogen
2184644,1.6,Kannika,14-Jul-13,Total nitrogen
2185061,1.2,Kannika,14-Jul-13,Total nitrogen
2185478,1.24,Kannika,14-Jul-13,Total nitrogen
2185892,1.16,Sakda,14-Jul-13,Total nitrogen
2186306,1.41,Sakda,14-Jul-13,Total nitrogen
2186718,1.13,Sakda,14-Jul-13,Total nitrogen
2166245,2,Decha,18-Jul-13,Total nitrogen
2166772,1.41,Achara,18-Jul-13,Total nitrogen
2178468,0.944,Chai,18-Jul-13,Total nitrogen
2179440,0.904,Chai,18-Jul-13,Total nitrogen
2180416,1.02,Chai,18-Jul-13,Total nitrogen
2161491,1.57,Boonsri,19-Jul-13,Total nitrogen
2162526,1.4,Boonsri,19-Jul-13,Total nitrogen
2163559,1.57,Boonsri,19-Jul-13,Total nitrogen
2164533,1.7,Somchair,19-Jul-13,Total nitrogen
2165481,1.44,Busarakhan,19-Jul-13,Total nitrogen
2188522,3.19,Kohsoom,25-Jul-13,Total nitrogen
2166285,2,Decha,27-Jul-13,Total nitrogen
2164575,1.07,Somchair,29-Jul-13,Total nitrogen
2165523,0.675,Busarakhan,29-Jul-13,Total nitrogen
2178498,1.28,Chai,1-Aug-13,Total nitrogen
2179470,1.42,Chai,1-Aug-13,Total nitrogen
2180446,1.62,Chai,1-Aug-13,Total nitrogen
2166294,2,Decha,3-Aug-13,Total nitrogen
2164603,1.65,Somchair,8-Aug-13,Total nitrogen
2165551,0.96,Busarakhan,8-Aug-13,Total nitrogen
2184677,1.02,Kannika,12-Aug-13,Total nitrogen
2185094,1.01,Kannika,12-Aug-13,Total nitrogen
2185511,1.13,Kannika,12-Aug-13,Total nitrogen
2185925,1.09,Sakda,13-Aug-13,Total nitrogen
2186339,1.3,Sakda,13-Aug-13,Total nitrogen
2186751,1.18,Sakda,13-Aug-13,Total nitrogen
2161575,1.46,Boonsri,16-Aug-13,Total nitrogen
2162610,1.46,Boonsri,16-Aug-13,Total nitrogen
2163643,1.51,Boonsri,16-Aug-13,Total nitrogen
2166810,0.52,Achara,16-Aug-13,Total nitrogen
2175886,3.737,Tansanee,17-Aug-13,Total nitrogen
2166307,2,Decha,18-Aug-13,Total nitrogen
2188576,4.463,Kohsoom,22-Aug-13,Total nitrogen
2164652,1.24,Somchair,23-Aug-13,Total nitrogen
2165600,1.09,Busarakhan,23-Aug-13,Total nitrogen
2178565,1.41,Chai,31-Aug-13,Total nitrogen
2179537,1.69,Chai,31-Aug-13,Total nitrogen
2180513,1.25,Chai,31-Aug-13,Total nitrogen
2178589,0.965,Chai,6-Sep-13,Total nitrogen
2179561,0.939,Chai,6-Sep-13,Total nitrogen
2180537,1.14,Chai,6-Sep-13,Total nitrogen
2166336,2,Decha,7-Sep-13,Total nitrogen
2175906,3.516,Tansanee,8-Sep-13,Total nitrogen
2184717,1.43,Kannika,8-Sep-13,Total nitrogen
2185134,1.44,Kannika,8-Sep-13,Total nitrogen
2185551,1.43,Kannika,8-Sep-13,Total nitrogen
2185965,1.53,Sakda,8-Sep-13,Total nitrogen
2186379,1.38,Sakda,8-Sep-13,Total nitrogen
2186791,1.36,Sakda,8-Sep-13,Total nitrogen
2164687,1.71,Somchair,12-Sep-13,Total nitrogen
2165635,1.77,Busarakhan,12-Sep-13,Total nitrogen
2166366,2,Decha,19-Sep-13,Total nitrogen
2166847,0.98,Achara,21-Sep-13,Total nitrogen
2161673,1.18,Boonsri,26-Sep-13,Total nitrogen
2162708,1.34,Boonsri,26-Sep-13,Total nitrogen
2163741,1.28,Boonsri,26-Sep-13,Total nitrogen
2164733,1.34,Somchair,26-Sep-13,Total nitrogen
2165681,1.11,Busarakhan,26-Sep-13,Total nitrogen
2188631,5.52,Kohsoom,26-Sep-13,Total nitrogen
2178643,1.55,Chai,28-Sep-13,Total nitrogen
2179615,1.52,Chai,28-Sep-13,Total nitrogen
2180591,1.84,Chai,28-Sep-13,Total nitrogen
2178667,1.79,Chai,4-Oct-13,Total nitrogen
2179639,1.25,Chai,4-Oct-13,Total nitrogen
2180615,1.41,Chai,4-Oct-13,Total nitrogen
2184754,1.808,Kannika,11-Oct-13,Total nitrogen
2185170,1.792,Kannika,11-Oct-13,Total nitrogen
2185587,1.752,Kannika,11-Oct-13,Total nitrogen
2186001,1.788,Sakda,12-Oct-13,Total nitrogen
2186415,2.009,Sakda,12-Oct-13,Total nitrogen
2186827,2.04,Sakda,12-Oct-13,Total nitrogen
2161754,1.62,Boonsri,18-Oct-13,Total nitrogen
2162787,1.68,Boonsri,18-Oct-13,Total nitrogen
2163820,1.68,Boonsri,18-Oct-13,Total nitrogen
2166885,2.09,Achara,18-Oct-13,Total nitrogen
2166413,2,Decha,19-Oct-13,Total nitrogen
2188685,6.059,Kohsoom,24-Oct-13,Total nitrogen
2164781,2.096,Somchair,25-Oct-13,Total nitrogen
2165729,1.414,Busarakhan,25-Oct-13,Total nitrogen
2178729,1.543,Chai,27-Oct-13,Total nitrogen
2179701,1.45,Chai,27-Oct-13,Total nitrogen
2180677,1.61,Chai,27-Oct-13,Total nitrogen
2175931,10.531,Tansanee,28-Oct-13,Total nitrogen
2164820,2.15,Somchair,2-Nov-13,Total nitrogen
2165768,1.91,Busarakhan,2-Nov-13,Total nitrogen
2164838,1.75,Somchair,4-Nov-13,Total nitrogen
2165786,1.29,Busarakhan,4-Nov-13,Total nitrogen
2175945,3.209,Tansanee,7-Nov-13,Total nitrogen
2184790,1.743,Kannika,8-Nov-13,Total nitrogen
2185207,1.701,Kannika,8-Nov-13,Total nitrogen
2185624,1.666,Kannika,8-Nov-13,Total nitrogen
2186038,1.729,Sakda,8-Nov-13,Total nitrogen
2186451,1.846,Sakda,8-Nov-13,Total nitrogen
2186864,2.079,Sakda,8-Nov-13,Total nitrogen
2166446,2,Decha,9-Nov-13,Total nitrogen
2178759,2.651,Chai,10-Nov-13,Total nitrogen
2179731,2.025,Chai,10-Nov-13,Total nitrogen
2180707,2.008,Chai,10-Nov-13,Total nitrogen
2161837,1.45,Boonsri,14-Nov-13,Total nitrogen
2162870,1.45,Boonsri,14-Nov-13,Total nitrogen
2163903,1.68,Boonsri,14-Nov-13,Total nitrogen
2166921,2.03,Achara,15-Nov-13,Total nitrogen
2164880,2.09,Somchair,17-Nov-13,Total nitrogen
2165828,1.34,Busarakhan,17-Nov-13,Total nitrogen
2175965,13.594,Tansanee,18-Nov-13,Total nitrogen
2178802,1.87,Chai,21-Nov-13,Total nitrogen
2179774,1.81,Chai,21-Nov-13,Total nitrogen
2188735,5.146,Kohsoom,21-Nov-13,Total nitrogen
2164900,2.098,Somchair,22-Nov-13,Total nitrogen
2165848,1.41,Busarakhan,22-Nov-13,Total nitrogen
2178823,2.05,Chai,30-Nov-13,Total nitrogen
2179795,1.96,Chai,30-Nov-13,Total nitrogen
2178844,2.01,Chai,5-Dec-13,Total nitrogen
2179816,2.08,Chai,5-Dec-13,Total nitrogen
2180770,1.98,Chai,5-Dec-13,Total nitrogen
2184828,2.09,Kannika,7-Dec-13,Total nitrogen
2185245,2.08,Kannika,7-Dec-13,Total nitrogen
2185662,1.98,Kannika,7-Dec-13,Total nitrogen
2186076,2.44,Sakda,7-Dec-13,Total nitrogen
2186489,2.73,Sakda,7-Dec-13,Total nitrogen
2186902,2.73,Sakda,7-Dec-13,Total nitrogen
2164932,3.08,Somchair,9-Dec-13,Total nitrogen
2165881,1.45,Busarakhan,9-Dec-13,Total nitrogen
2166493,2,Decha,9-Dec-13,Total nitrogen
2188785,7.868,Kohsoom,12-Dec-13,Total nitrogen
2166505,4.2,Decha,13-Dec-13,Total nitrogen
2166957,2.26,Achara,13-Dec-13,Total nitrogen
2178877,2.09,Chai,13-Dec-13,Total nitrogen
2179849,2.08,Chai,13-Dec-13,Total nitrogen
2180803,2.22,Chai,13-Dec-13,Total nitrogen
2161923,1.51,Boonsri,14-Dec-13,Total nitrogen
2162956,1.46,Boonsri,14-Dec-13,Total nitrogen
2163989,1.74,Boonsri,14-Dec-13,Total nitrogen
2175989,14.074,Tansanee,14-Dec-13,Total nitrogen
2178894,2.14,Chai,15-Dec-13,Total nitrogen
2179866,2.11,Chai,15-Dec-13,Total nitrogen
2180820,2.09,Chai,15-Dec-13,Total nitrogen
2164972,2.95,Somchair,19-Dec-13,Total nitrogen
2165921,1.67,Busarakhan,19-Dec-13,Total nitrogen
2164992,2.78,Somchair,27-Dec-13,Total nitrogen
2165940,1.52,Busarakhan,27-Dec-13,Total nitrogen
2575932,15.771,Tansanee,6-Jan-14,Total nitrogen
2575955,8.286,Tansanee,9-Jan-14,Total nitrogen
2622817,2.42,Kannika,11-Jan-14,Total nitrogen
2623318,2.28,Kannika,11-Jan-14,Total nitrogen
2623820,2.38,Kannika,11-Jan-14,Total nitrogen
2567153,2,Achara,16-Jan-14,Total nitrogen
2624324,1.97,Sakda,17-Jan-14,Total nitrogen
2624821,1.94,Sakda,17-Jan-14,Total nitrogen
2625318,1.99,Sakda,17-Jan-14,Total nitrogen
2566583,4,Decha,18-Jan-14,Total nitrogen
2561110,2.18,Boonsri,23-Jan-14,Total nitrogen
2562422,2.24,Boonsri,23-Jan-14,Total nitrogen
2563517,2.24,Boonsri,23-Jan-14,Total nitrogen
2566606,4,Decha,23-Jan-14,Total nitrogen
2577815,2.64,Chai,23-Jan-14,Total nitrogen
2578811,2.7,Chai,23-Jan-14,Total nitrogen
2579805,2.69,Chai,23-Jan-14,Total nitrogen
2627316,6.407,Kohsoom,23-Jan-14,Total nitrogen
2564610,3.04,Somchair,24-Jan-14,Total nitrogen
2565598,1.44,Busarakhan,24-Jan-14,Total nitrogen
2577856,2.74,Chai,30-Jan-14,Total nitrogen
2578852,2.56,Chai,30-Jan-14,Total nitrogen
2579846,2.56,Chai,30-Jan-14,Total nitrogen
2567191,1.87,Achara,15-Feb-14,Total nitrogen
2566622,4,Decha,16-Feb-14,Total nitrogen
2566651,4,Decha,21-Feb-14,Total nitrogen
2561195,2.97,Boonsri,24-Feb-14,Total nitrogen
2562507,3.19,Boonsri,24-Feb-14,Total nitrogen
2563602,3.19,Boonsri,24-Feb-14,Total nitrogen
2627362,1.188,Kohsoom,28-Feb-14,Total nitrogen
2577912,2.55,Chai,8-Mar-14,Total nitrogen
2578908,2.59,Chai,8-Mar-14,Total nitrogen
2579902,2.48,Chai,8-Mar-14,Total nitrogen
2564692,3.71,Somchair,12-Mar-14,Total nitrogen
2565681,2.44,Busarakhan,12-Mar-14,Total nitrogen
2622863,2.64,Kannika,13-Mar-14,Total nitrogen
2623364,2.4,Kannika,13-Mar-14,Total nitrogen
2623866,2.46,Kannika,13-Mar-14,Total nitrogen
2624363,2.46,Sakda,13-Mar-14,Total nitrogen
2624860,2.33,Sakda,13-Mar-14,Total nitrogen
2625357,2.36,Sakda,13-Mar-14,Total nitrogen
2577950,2.47,Chai,14-Mar-14,Total nitrogen
2578946,2.64,Chai,14-Mar-14,Total nitrogen
2579940,2.56,Chai,14-Mar-14,Total nitrogen
2561264,2.57,Boonsri,15-Mar-14,Total nitrogen
2564727,2.9,Somchair,15-Mar-14,Total nitrogen
2565716,2.07,Busarakhan,15-Mar-14,Total nitrogen
2567222,1.41,Achara,19-Mar-14,Total nitrogen
2577975,2.88,Chai,19-Mar-14,Total nitrogen
2578971,2.93,Chai,19-Mar-14,Total nitrogen
2579965,2.68,Chai,19-Mar-14,Total nitrogen
2561314,2.4,Boonsri,20-Mar-14,Total nitrogen
2562581,2.52,Boonsri,20-Mar-14,Total nitrogen
2563676,2.52,Boonsri,20-Mar-14,Total nitrogen
2566663,4,Decha,20-Mar-14,Total nitrogen
2564753,3.22,Somchair,21-Mar-14,Total nitrogen
2565743,2.05,Busarakhan,21-Mar-14,Total nitrogen
2566685,4,Decha,26-Mar-14,Total nitrogen
2627408,2.107,Kohsoom,26-Mar-14,Total nitrogen
2575970,3.235,Tansanee,28-Mar-14,Total nitrogen
2578013,2.51,Chai,28-Mar-14,Total nitrogen
2579009,2.51,Chai,28-Mar-14,Total nitrogen
2580003,2.48,Chai,28-Mar-14,Total nitrogen
2622897,2.19,Kannika,3-Apr-14,Total nitrogen
2623398,2.08,Kannika,3-Apr-14,Total nitrogen
2623900,2.11,Kannika,3-Apr-14,Total nitrogen
2624397,2.1,Sakda,3-Apr-14,Total nitrogen
2624894,2.05,Sakda,3-Apr-14,Total nitrogen
2625391,2.02,Sakda,3-Apr-14,Total nitrogen
2564804,2.54,Somchair,6-Apr-14,Total nitrogen
2565792,1.7,Busarakhan,6-Apr-14,Total nitrogen
2578042,1.98,Chai,9-Apr-14,Total nitrogen
2579038,1.97,Chai,9-Apr-14,Total nitrogen
2580032,1.99,Chai,9-Apr-14,Total nitrogen
2561370,1.23,Boonsri,11-Apr-14,Total nitrogen
2562637,1.23,Boonsri,11-Apr-14,Total nitrogen
2563732,1.17,Boonsri,11-Apr-14,Total nitrogen
2564848,2.47,Somchair,18-Apr-14,Total nitrogen
2565836,2.13,Busarakhan,18-Apr-14,Total nitrogen
2567256,1.79,Achara,18-Apr-14,Total nitrogen
2566701,4,Decha,19-Apr-14,Total nitrogen
2627454,3.643,Kohsoom,23-Apr-14,Total nitrogen
2566732,4,Decha,25-Apr-14,Total nitrogen
2578096,1.65,Chai,26-Apr-14,Total nitrogen
2579092,1.64,Chai,26-Apr-14,Total nitrogen
2580086,1.68,Chai,26-Apr-14,Total nitrogen
2564880,2.61,Somchair,2-May-14,Total nitrogen
2565870,2.11,Busarakhan,2-May-14,Total nitrogen
2622927,1.39,Kannika,8-May-14,Total nitrogen
2623428,1.3,Kannika,8-May-14,Total nitrogen
2623930,1.34,Kannika,8-May-14,Total nitrogen
2624427,1.2,Sakda,8-May-14,Total nitrogen
2624924,1.15,Sakda,8-May-14,Total nitrogen
2625421,1.13,Sakda,8-May-14,Total nitrogen
2564925,2.44,Somchair,14-May-14,Total nitrogen
2565916,2.47,Busarakhan,14-May-14,Total nitrogen
2566744,4,Decha,15-May-14,Total nitrogen
2561484,1.12,Boonsri,16-May-14,Total nitrogen
2567295,1.09,Achara,16-May-14,Total nitrogen
2575994,3,Tansanee,16-May-14,Total nitrogen
2578132,1.53,Chai,16-May-14,Total nitrogen
2579128,1.62,Chai,16-May-14,Total nitrogen
2580122,1.66,Chai,16-May-14,Total nitrogen
2566761,4,Decha,23-May-14,Total nitrogen
2578167,1.66,Chai,23-May-14,Total nitrogen
2579162,1.62,Chai,23-May-14,Total nitrogen
2580157,1.58,Chai,23-May-14,Total nitrogen
2564955,2.77,Somchair,28-May-14,Total nitrogen
2565947,2.46,Busarakhan,28-May-14,Total nitrogen
2627500,2.726,Kohsoom,28-May-14,Total nitrogen
2564978,3.31,Somchair,5-Jun-14,Total nitrogen
2565972,1.82,Busarakhan,5-Jun-14,Total nitrogen
2565016,2.49,Somchair,11-Jun-14,Total nitrogen
2566011,1.92,Busarakhan,11-Jun-14,Total nitrogen
2622964,1.16,Kannika,12-Jun-14,Total nitrogen
2623466,1.07,Kannika,12-Jun-14,Total nitrogen
2623968,1.1,Kannika,12-Jun-14,Total nitrogen
2578208,1.32,Chai,13-Jun-14,Total nitrogen
2579203,1.29,Chai,13-Jun-14,Total nitrogen
2580198,1.51,Chai,13-Jun-14,Total nitrogen
2561594,1.12,Boonsri,14-Jun-14,Total nitrogen
2562810,1.06,Boonsri,14-Jun-14,Total nitrogen
2563904,1,Boonsri,14-Jun-14,Total nitrogen
2567330,1.02,Achara,20-Jun-14,Total nitrogen
2578248,0.922,Chai,20-Jun-14,Total nitrogen
2579243,0.886,Chai,20-Jun-14,Total nitrogen
2580239,0.939,Chai,20-Jun-14,Total nitrogen
2561631,1.06,Boonsri,21-Jun-14,Total nitrogen
2563941,1.06,Boonsri,21-Jun-14,Total nitrogen
2566777,4,Decha,21-Jun-14,Total nitrogen
2627547,8.281,Kohsoom,25-Jun-14,Total nitrogen
2566820,4,Decha,27-Jun-14,Total nitrogen
2576016,2.827,Tansanee,27-Jun-14,Total nitrogen
2565062,1.69,Somchair,12-Jul-14,Total nitrogen
2566059,1.02,Busarakhan,12-Jul-14,Total nitrogen
2561705,1.17,Boonsri,16-Jul-14,Total nitrogen
2562920,1.29,Boonsri,16-Jul-14,Total nitrogen
2564015,1.23,Boonsri,16-Jul-14,Total nitrogen
2578290,1.75,Chai,16-Jul-14,Total nitrogen
2579285,1.71,Chai,16-Jul-14,Total nitrogen
2580281,1.75,Chai,16-Jul-14,Total nitrogen
2566833,4,Decha,17-Jul-14,Total nitrogen
2567368,1.72,Achara,18-Jul-14,Total nitrogen
2566863,4,Decha,23-Jul-14,Total nitrogen
2627593,2.822,Kohsoom,23-Jul-14,Total nitrogen
2576043,12.014,Tansanee,26-Jul-14,Total nitrogen
2566870,4,Decha,27-Jul-14,Total nitrogen
2561800,1.2,Boonsri,1-Aug-14,Total nitrogen
2563015,1.08,Boonsri,1-Aug-14,Total nitrogen
2564110,1.06,Boonsri,1-Aug-14,Total nitrogen
2565128,1.57,Somchair,9-Aug-14,Total nitrogen
2566124,1.02,Busarakhan,9-Aug-14,Total nitrogen
2578354,1.58,Chai,13-Aug-14,Total nitrogen
2579349,1.53,Chai,13-Aug-14,Total nitrogen
2580345,1.57,Chai,13-Aug-14,Total nitrogen
2566883,4,Decha,16-Aug-14,Total nitrogen
2567403,1.56,Achara,16-Aug-14,Total nitrogen
2566914,4,Decha,21-Aug-14,Total nitrogen
2565171,0.962,Somchair,22-Aug-14,Total nitrogen
2566167,1.2,Busarakhan,22-Aug-14,Total nitrogen
2578398,1.21,Chai,23-Aug-14,Total nitrogen
2579392,1.32,Chai,23-Aug-14,Total nitrogen
2580389,1.3,Chai,23-Aug-14,Total nitrogen
2561856,1.4,Boonsri,27-Aug-14,Total nitrogen
2563071,1.34,Boonsri,27-Aug-14,Total nitrogen
2564166,1.34,Boonsri,27-Aug-14,Total nitrogen
2565189,1.56,Somchair,27-Aug-14,Total nitrogen
2566185,1.59,Busarakhan,27-Aug-14,Total nitrogen
2627639,7.551,Kohsoom,27-Aug-14,Total nitrogen
2578417,1.15,Chai,29-Aug-14,Total nitrogen
2579411,1.14,Chai,29-Aug-14,Total nitrogen
2580408,1.25,Chai,29-Aug-14,Total nitrogen
2566924,4,Decha,31-Aug-14,Total nitrogen
2565212,1.185,Somchair,3-Sep-14,Total nitrogen
2566209,1.454,Busarakhan,3-Sep-14,Total nitrogen
2576065,21.511,Tansanee,3-Sep-14,Total nitrogen
2578438,1.083,Chai,5-Sep-14,Total nitrogen
2579432,1.15,Chai,5-Sep-14,Total nitrogen
2580429,1.26,Chai,5-Sep-14,Total nitrogen
2623088,1.0176,Kannika,6-Sep-14,Total nitrogen
2624093,1.355,Kannika,6-Sep-14,Total nitrogen
2565252,0.896,Somchair,10-Sep-14,Total nitrogen
2566252,1.3,Busarakhan,10-Sep-14,Total nitrogen
2578481,1.19,Chai,13-Sep-14,Total nitrogen
2579475,1.255,Chai,13-Sep-14,Total nitrogen
2580472,1.27,Chai,13-Sep-14,Total nitrogen
2576093,17.626,Tansanee,14-Sep-14,Total nitrogen
2561955,1.06,Boonsri,17-Sep-14,Total nitrogen
2564236,1,Boonsri,17-Sep-14,Total nitrogen
2565271,1.34,Somchair,18-Sep-14,Total nitrogen
2566273,1.36,Busarakhan,18-Sep-14,Total nitrogen
2567440,2.84,Achara,19-Sep-14,Total nitrogen
2566943,4,Decha,20-Sep-14,Total nitrogen
2627685,8.776,Kohsoom,24-Sep-14,Total nitrogen
2566983,4,Decha,26-Sep-14,Total nitrogen
2578527,2.16,Chai,8-Oct-14,Total nitrogen
2579521,2.15,Chai,8-Oct-14,Total nitrogen
2580518,2.15,Chai,8-Oct-14,Total nitrogen
2623180,1.54,Kannika,9-Oct-14,Total nitrogen
2623682,1.509,Kannika,9-Oct-14,Total nitrogen
2624186,1.539,Kannika,9-Oct-14,Total nitrogen
2565312,1.67,Somchair,10-Oct-14,Total nitrogen
2562030,1.4,Boonsri,11-Oct-14,Total nitrogen
2624680,1.571,Sakda,15-Oct-14,Total nitrogen
2625177,1.56,Sakda,15-Oct-14,Total nitrogen
2625674,1.59,Sakda,15-Oct-14,Total nitrogen
2578575,1.99,Chai,16-Oct-14,Total nitrogen
2579569,2,Chai,16-Oct-14,Total nitrogen
2580566,2.01,Chai,16-Oct-14,Total nitrogen
2565357,1.46,Somchair,17-Oct-14,Total nitrogen
2567477,1.98,Achara,17-Oct-14,Total nitrogen
2576128,15.935,Tansanee,17-Oct-14,Total nitrogen
2567000,4,Decha,18-Oct-14,Total nitrogen
2562070,1.457,Boonsri,23-Oct-14,Total nitrogen
2563226,1.34,Boonsri,23-Oct-14,Total nitrogen
2564321,1.4,Boonsri,23-Oct-14,Total nitrogen
2567038,4,Decha,25-Oct-14,Total nitrogen
2576163,15.683,Tansanee,25-Oct-14,Total nitrogen
2627732,8.916,Kohsoom,29-Oct-14,Total nitrogen
2562127,1.51,Boonsri,31-Oct-14,Total nitrogen
2563283,1.56,Boonsri,31-Oct-14,Total nitrogen
2565389,2,Somchair,2-Nov-14,Total nitrogen
2566395,1.95,Busarakhan,2-Nov-14,Total nitrogen
2578613,1.96,Chai,6-Nov-14,Total nitrogen
2579607,1.78,Chai,6-Nov-14,Total nitrogen
2580604,1.87,Chai,6-Nov-14,Total nitrogen
2623227,1.5912,Kannika,6-Nov-14,Total nitrogen
2623729,1.59,Kannika,6-Nov-14,Total nitrogen
2624233,1.576,Kannika,6-Nov-14,Total nitrogen
2624729,1.68,Sakda,6-Nov-14,Total nitrogen
2625226,0.5,Sakda,6-Nov-14,Total nitrogen
2625723,1.39,Sakda,6-Nov-14,Total nitrogen
2576196,9.029,Tansanee,7-Nov-14,Total nitrogen
2562167,1.28,Boonsri,12-Nov-14,Total nitrogen
2563323,1.28,Boonsri,12-Nov-14,Total nitrogen
2564417,1.45,Boonsri,12-Nov-14,Total nitrogen
2578654,1.93,Chai,12-Nov-14,Total nitrogen
2579648,1.85,Chai,12-Nov-14,Total nitrogen
2580645,1.9,Chai,12-Nov-14,Total nitrogen
2565434,1.79,Somchair,13-Nov-14,Total nitrogen
2566441,1.86,Busarakhan,13-Nov-14,Total nitrogen
2562202,2.07,Boonsri,19-Nov-14,Total nitrogen
2567054,4,Decha,20-Nov-14,Total nitrogen
2578675,1.84,Chai,20-Nov-14,Total nitrogen
2579669,1.8,Chai,20-Nov-14,Total nitrogen
2580666,1.82,Chai,20-Nov-14,Total nitrogen
2565454,2.14,Somchair,21-Nov-14,Total nitrogen
2566462,1.86,Busarakhan,21-Nov-14,Total nitrogen
2567515,2.33,Achara,21-Nov-14,Total nitrogen
2576227,22.52,Tansanee,22-Nov-14,Total nitrogen
2627776,7.296,Kohsoom,26-Nov-14,Total nitrogen
2562244,1.457,Boonsri,27-Nov-14,Total nitrogen
2563366,1.4,Boonsri,27-Nov-14,Total nitrogen
2564460,1.45,Boonsri,27-Nov-14,Total nitrogen
2567095,4,Decha,27-Nov-14,Total nitrogen
2578700,1.87,Chai,28-Nov-14,Total nitrogen
2579694,1.88,Chai,28-Nov-14,Total nitrogen
2580691,1.88,Chai,28-Nov-14,Total nitrogen
2576258,13.849,Tansanee,3-Dec-14,Total nitrogen
2562297,2.13,Boonsri,5-Dec-14,Total nitrogen
2578727,1.8,Chai,5-Dec-14,Total nitrogen
2579721,1.8,Chai,5-Dec-14,Total nitrogen
2580718,1.73,Chai,5-Dec-14,Total nitrogen
2565485,2.65,Somchair,6-Dec-14,Total nitrogen
2566495,2.14,Busarakhan,6-Dec-14,Total nitrogen
2567106,4,Decha,10-Dec-14,Total nitrogen
2576288,8.27,Tansanee,10-Dec-14,Total nitrogen
2578745,1.9,Chai,10-Dec-14,Total nitrogen
2579739,1.9,Chai,10-Dec-14,Total nitrogen
2580736,1.9,Chai,10-Dec-14,Total nitrogen
2562333,1.84,Boonsri,11-Dec-14,Total nitrogen
2563428,1.68,Boonsri,11-Dec-14,Total nitrogen
2564523,1.73,Boonsri,11-Dec-14,Total nitrogen
2565525,2.7,Somchair,11-Dec-14,Total nitrogen
2566536,2.17,Busarakhan,11-Dec-14,Total nitrogen
2623273,2.23,Kannika,11-Dec-14,Total nitrogen
2623775,2.2,Kannika,11-Dec-14,Total nitrogen
2624279,2.28,Kannika,11-Dec-14,Total nitrogen
2624776,2.09,Sakda,11-Dec-14,Total nitrogen
2625273,2.05,Sakda,11-Dec-14,Total nitrogen
2625770,2.12,Sakda,11-Dec-14,Total nitrogen
2567551,1.99,Achara,12-Dec-14,Total nitrogen
2565539,2.39,Somchair,13-Dec-14,Total nitrogen
2566551,2.07,Busarakhan,13-Dec-14,Total nitrogen
2567136,4,Decha,13-Dec-14,Total nitrogen
2627822,9.997,Kohsoom,17-Dec-14,Total nitrogen
3443450,2.48,Kannika,8-Jan-15,Total nitrogen
3444002,2.46,Kannika,8-Jan-15,Total nitrogen
3444556,2.49,Kannika,8-Jan-15,Total nitrogen
3445104,2.45,Sakda,8-Jan-15,Total nitrogen
3445657,2.4,Sakda,8-Jan-15,Total nitrogen
3446208,2.43,Sakda,8-Jan-15,Total nitrogen
3380703,1.68,Boonsri,9-Jan-15,Total nitrogen
3381720,1.62,Boonsri,9-Jan-15,Total nitrogen
3382586,1.68,Boonsri,9-Jan-15,Total nitrogen
3395932,1.8,Chai,9-Jan-15,Total nitrogen
3438132,1.76,Chai,9-Jan-15,Total nitrogen
3439094,1.79,Chai,9-Jan-15,Total nitrogen
3395969,2.84,Chai,15-Jan-15,Total nitrogen
3438170,2.74,Chai,15-Jan-15,Total nitrogen
3439132,2.96,Chai,15-Jan-15,Total nitrogen
3383456,3.69,Somchair,16-Jan-15,Total nitrogen
3384420,2.32,Busarakhan,16-Jan-15,Total nitrogen
3385922,2.16,Achara,17-Jan-15,Total nitrogen
3380737,2.04,Boonsri,21-Jan-15,Total nitrogen
3393878,8.07,Tansanee,22-Jan-15,Total nitrogen
3448407,6.354,Kohsoom,28-Jan-15,Total nitrogen
3383504,3.44,Somchair,31-Jan-15,Total nitrogen
3384467,2.53,Busarakhan,31-Jan-15,Total nitrogen
3393919,10.71,Tansanee,5-Feb-15,Total nitrogen
3396008,2.35,Chai,6-Feb-15,Total nitrogen
3438208,2.33,Chai,6-Feb-15,Total nitrogen
3439171,2.29,Chai,6-Feb-15,Total nitrogen
3380781,2.186,Boonsri,12-Feb-15,Total nitrogen
3443500,2.9,Kannika,12-Feb-15,Total nitrogen
3444052,2.85,Kannika,12-Feb-15,Total nitrogen
3444606,2.88,Kannika,12-Feb-15,Total nitrogen
3445154,2.78,Sakda,12-Feb-15,Total nitrogen
3445707,2.73,Sakda,12-Feb-15,Total nitrogen
3446258,2.75,Sakda,12-Feb-15,Total nitrogen
3396049,2.55,Chai,13-Feb-15,Total nitrogen
3438249,2.42,Chai,13-Feb-15,Total nitrogen
3439212,2.25,Chai,13-Feb-15,Total nitrogen
3383534,4.34,Somchair,14-Feb-15,Total nitrogen
3384498,3.61,Busarakhan,14-Feb-15,Total nitrogen
3385407,2,Decha,14-Feb-15,Total nitrogen
3380806,2.79,Boonsri,18-Feb-15,Total nitrogen
3381790,2.706,Boonsri,18-Feb-15,Total nitrogen
3382656,2.707,Boonsri,18-Feb-15,Total nitrogen
3385445,2,Decha,20-Feb-15,Total nitrogen
3385958,1.43,Achara,21-Feb-15,Total nitrogen
3448449,5.386,Kohsoom,25-Feb-15,Total nitrogen
3383581,4.78,Somchair,27-Feb-15,Total nitrogen
3384540,3.36,Busarakhan,27-Feb-15,Total nitrogen
3380854,2.093,Boonsri,5-Mar-15,Total nitrogen
3381838,2.195,Boonsri,5-Mar-15,Total nitrogen
